2026-06-14 10:36:07 | INFO     | ============================================================
2026-06-14 10:36:07 | INFO     | TRADING PIPELINE INICIADO
2026-06-14 10:36:07 | INFO     | ============================================================
2026-06-14 10:36:07 | INFO     | ðŸ“ Directorios de trabajo configurados
2026-06-14 10:36:07 | INFO     | ðŸš€ Ejecutando modo: SYNC_TRADES
2026-06-14 10:36:07 | INFO     | 
============================================================
2026-06-14 10:36:07 | INFO     | MODO: SYNC TRADES
2026-06-14 10:36:07 | INFO     | ============================================================

2026-06-14 10:36:07 | WARNING  | Mercado en pausa para EURUSD [monitor_runtime]: ultimo tick demasiado viejo (142867s > 900s).
2026-06-14 10:36:07 | INFO     | ðŸ”„ SincronizaciÃ³n completada. Trades cerrados registrados: 293
2026-06-14 10:36:07 | INFO     | âœ… MODO SYNC TRADES COMPLETADO

2026-06-14 10:36:26 | INFO     | ============================================================
2026-06-14 10:36:26 | INFO     | TRADING PIPELINE INICIADO
2026-06-14 10:36:26 | INFO     | ============================================================
2026-06-14 10:36:26 | INFO     | ðŸ“ Directorios de trabajo configurados
2026-06-14 10:36:26 | INFO     | ðŸš€ Ejecutando modo: SYNC_TRADES
2026-06-14 10:36:26 | INFO     | 
============================================================
2026-06-14 10:36:26 | INFO     | MODO: SYNC TRADES
2026-06-14 10:36:26 | INFO     | ============================================================

2026-06-14 10:36:26 | WARNING  | Mercado en pausa para EURUSD [sync_trades]: ultimo tick demasiado viejo (142886s > 900s).
2026-06-14 10:36:26 | INFO     | MODO SYNC TRADES EN PAUSA.

2026-06-14 10:36:31 | INFO     | ============================================================
2026-06-14 10:36:31 | INFO     | TRADING PIPELINE INICIADO
2026-06-14 10:36:31 | INFO     | ============================================================
2026-06-14 10:36:31 | INFO     | ðŸ“ Directorios de trabajo configurados
2026-06-14 10:36:31 | INFO     | ðŸš€ Ejecutando modo: SYNC_TRADES
2026-06-14 10:36:31 | INFO     | 
============================================================
2026-06-14 10:36:31 | INFO     | MODO: SYNC TRADES
2026-06-14 10:36:31 | INFO     | ============================================================

2026-06-14 10:36:31 | INFO     | ðŸ”„ SincronizaciÃ³n completada. Trades cerrados registrados: 293
2026-06-14 10:36:31 | INFO     | âœ… MODO SYNC TRADES COMPLETADO

2026-06-14 10:36:40 | WARNING  | Mercado en pausa para EURUSD [monitor_runtime]: ultimo tick demasiado viejo (142900s > 900s).
2026-06-14 10:36:55 | INFO     | ============================================================
2026-06-14 10:36:55 | INFO     | TRADING PIPELINE INICIADO
2026-06-14 10:36:55 | INFO     | ============================================================
2026-06-14 10:36:55 | INFO     | ðŸ“ Directorios de trabajo configurados
2026-06-14 10:36:55 | INFO     | ðŸš€ Ejecutando modo: PRODUCTION
2026-06-14 10:36:55 | INFO     | 
============================================================
2026-06-14 10:36:55 | INFO     | MODO: PRODUCCIÃ“N
2026-06-14 10:36:55 | INFO     | ============================================================

2026-06-14 10:36:55 | WARNING  | Mercado en pausa para EURUSD [production]: ultimo tick demasiado viejo (142915s > 900s).
2026-06-14 10:36:55 | INFO     | MODO PRODUCCIÃ“N EN PAUSA.

2026-06-14 10:37:00 | INFO     | Ã°Å¸â€Â Runtime monitor completado. Trades abiertos revisados: 0
2026-06-14 10:37:00 | INFO     | Ã¢Å“â€¦ MODO RUNTIME MONITOR COMPLETADO

2026-06-14 10:37:35 | INFO     | ============================================================
2026-06-14 10:37:35 | INFO     | TRADING PIPELINE INICIADO
2026-06-14 10:37:35 | INFO     | ============================================================
2026-06-14 10:37:35 | INFO     | ðŸ“ Directorios de trabajo configurados
2026-06-14 10:37:35 | INFO     | ðŸš€ Ejecutando modo: SYNC_TRADES
2026-06-14 10:37:35 | INFO     | 
============================================================
2026-06-14 10:37:35 | INFO     | MODO: SYNC TRADES
2026-06-14 10:37:35 | INFO     | ============================================================

2026-06-14 10:37:35 | WARNING  | Mercado en pausa para EURUSD [sync_trades]: ultimo tick demasiado viejo (142955s > 900s).
2026-06-14 10:37:35 | INFO     | MODO SYNC TRADES EN PAUSA.

2026-06-14 10:37:42 | INFO     | ============================================================
2026-06-14 10:37:42 | INFO     | TRADING PIPELINE INICIADO
2026-06-14 10:37:42 | INFO     | ============================================================
2026-06-14 10:37:42 | INFO     | ðŸ“ Directorios de trabajo configurados
